公司名,地址,固定电话,主营产品,客户,手机号,公司网站,公司简介,电子邮箱,经营模式,企业类型,城市,公司规模,注册资本,来源网站,记录时间,_url,
晋鹰起重索具公司,太原 山西省晋源区南堰万水物贸西外区五十八号,86-0351-6105494 ,"HSZ手拉葫芦 , HS-VT手拉葫芦 , HS-C手拉葫芦 , KSY环链电动葫芦 , DHS环链电动葫芦 , DHT环链电动葫芦 , DHP环链电动葫芦 , CD1电动葫芦 , ZH电动葫芦 , 微型电动葫芦 , 电动提升机 , 起重滑车 , 吊装带 ,  卸扣  ,  吊钩  , 螺旋千斤顶 , 液压千斤顶 , 液压搬运车 , 液压叉车 ",刘虎,18635167800,,,30021,12216655,,,,,"法人名称：晋鹰起重索具公司主要经营产品：HSZ手拉葫芦 , HS-VT手拉葫芦 , HS-C手拉葫芦 , KSY环链电动葫芦 , DHS环链电动葫芦 , DHT环链电动葫芦 , DHP环链电动葫芦 , CD1电动葫芦 , ZH电动葫芦 , 微型电动葫芦 , 电动提升机 , 起重滑车 , 吊装带 ,  卸扣  ,  吊钩  , 螺旋千斤顶 , 液压千斤顶 , 液压搬运车 , 液压叉车 经营状态：在业成立时间：2010年08月18日注册资本：人民币50 万元 (万元)所属分类：卸扣公司所属城市：太原企业网 晋源区 晋源区晋源顺企编码：12216655",,https://www.11467.com/taiyuan/co/125059.htm,
河北沃旺起重机械有限公司,河北省石家庄市藁城周辛庄经济开发区,86-0311-88306663 ,"手拉葫芦 , 手扳葫芦 , 电动葫芦 , 多功能提升机 , 手拉跑车 , 手推跑车 , 永磁起重器 , 吊装带 , 起重钳 , 起重链条 ,  滑车  ,  绞盘  ,  卸扣  , 千斤顶 , 搬运用小坦克 ,  吊钩 ",刘玉德,13785188287,,,52160,石家庄企业网 井陉县 井陉县辛庄乡,,,,,"法人名称：河北沃旺起重机械有限公司主要经营产品：手拉葫芦 , 手扳葫芦 , 电动葫芦 , 多功能提升机 , 手拉跑车 , 手推跑车 , 永磁起重器 , 吊装带 , 起重钳 , 起重链条 ,  滑车  ,  绞盘  ,  卸扣  , 千斤顶 , 搬运用小坦克 ,  吊钩 经营状态：在业成立时间：2010年01月01日职员人数：300人注册资本：人民币100 万元 (万元)所属分类：绞盘公司所属城市：石家庄企业网 井陉县 井陉县辛庄乡顺企编码：11358085",,https://www.11467.com/shijiazhuang/co/141712.htm,
深圳市力冠起重设备有限公司,深圳 深圳市宝安区西乡街道57区碧海名园C栋110（办公场所）,15919706247,"钢丝绳 ,  钢丝绳配套零件  ,  各种进口国产葫芦  ,  各种吊装带索具  ,  奥津手推搬运车 ",王丕,15816853987,,,2047086640@qq.com,存续,,,,有限责任公司（自然人独资）,"法人名称：深圳市力冠起重设备有限公司主要经营产品：钢丝绳 ,  钢丝绳配套零件  ,  各种进口国产葫芦  ,  各种吊装带索具  ,  奥津手推搬运车 经营范围：起重设备及起重相关配件、钢丝绳、建材、五金焊接材料、叉车、搬运车的销售；国内贸易，货物及技术进出口。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外）^；营业执照号码：440306104758292发证机关：深圳市市场监督管理局核准日期：2015-08-25经营期限：10年经营状态：存续成立时间：2010年06月22日所属分类：船用五金配件公司所属城市：深圳企业网 宝安区 宝安区福永类型：有限责任公司（自然人独资）顺企编码：11060401",,https://www.11467.com/shenzhen/co/515977.htm,
浙江嘉兴市松辰索具有限公司,浙江省嘉兴市正原北部333号 - ,86-0573-83650507 ,"安全带 , 捆绑带 , 吊装带 , 拖车带 , 炮炮兵 ",刘长松,15257389485,,,314018,嘉兴企业网,,,,,"法人名称：浙江嘉兴市松辰索具有限公司主要经营产品：安全带 , 捆绑带 , 吊装带 , 拖车带 , 炮炮兵 经营状态：在业成立时间：2010年03月01日职员人数：30人注册资本：人民币50 万元 (万元)所属分类：其他运动护具公司所属城市：嘉兴企业网顺企编码：6098752",,https://www.11467.com/jiaxing/co/123820.htm,
杭州烯恩五金机械有限公司,杭州 萧山区闻堰街道长安村 - ,86-0571-22802711,"吊装带 , 圆形吊装带 , 扁形吊装带 , 防火吊装带 , 拉紧器 , 捆紧器 , 牵引带 , 拖车带 , 圆套带 ",王芬香,13588417076,,,310000,存续,,,,杭州企业网 萧山区 萧山区萧山,"法人名称：杭州烯恩五金机械有限公司主要经营产品：吊装带 , 圆形吊装带 , 扁形吊装带 , 防火吊装带 , 拉紧器 , 捆紧器 , 牵引带 , 拖车带 , 圆套带 经营范围：制造、加工：五金工具、五金配件、机械配件、汽车配件、后视镜；销售：健身器材；自用产品的进口及自产产品的出口业务；其他无需报经审批的合法项目*营业执照号码：330181000176412发证机关：杭州市萧山区市场监督管理局核准日期：2016-01-06经营期限：10年经营状态：存续成立时间：2010年03月09日注册资本：100 万元人民币 (万元)所属分类：其他紧固件、连接件公司所属城市：杭州企业网 萧山区 萧山区萧山类型：有限责任公司(自然人投资或控股)顺企编码：4865604",,https://www.11467.com/hangzhou/co/257973.htm,
福建锦星防护用品有限公司,福州 福州市金山区橘园洲30栋,86-591-28052206 ,"织带  , 吊装带 , 捆绑带 , 吊索具 , 圆筒带净带 , 捆绑带净带 , 涤纶扁平净带 , 丙纶扁平净带 , 拖车带 ",尤金体,13763821106,,,350000,存续（在营、开业、在册）,,,,索具公司,"法人名称：福建锦星防护用品有限公司主要经营产品：织带  , 吊装带 , 捆绑带 , 吊索具 , 圆筒带净带 , 捆绑带净带 , 涤纶扁平净带 , 丙纶扁平净带 , 拖车带 经营范围：劳动防护用品、交通器材、玻璃制品批发、代购代销；各类绳、索、带等劳动防护用品的生产、销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)营业执照号码：91350182553206834D发证机关：长乐市市场监督管理局核准日期：2016-02-03经营期限：10年经营状态：存续（在营、开业、在册）成立时间：2010年06月15日职员人数：300人注册资本：人民币500 万元 (万元)所属分类：索具公司所属城市：福州企业网 台江区 台江区后洲类型：有限责任公司顺企编码：3459614",,https://www.11467.com/fuzhou/co/181706.htm,
东莞市海工索具有限公司,东莞 东莞市沙田镇阇西村拐排二队15号,86-76988800298,"缓冲带安全绳 , 防身安全带 , 高空作业安全带 , 防风捆绑带 , 汽车捆绑带 , 吊装带 , 柔性吊装带 , 防割吊带 , 钢管吊带 , 玻璃吊带 , 编织吨装带 , 涤纶绳子 , 高强丙纶织带 , 涤纶织带 , 各种技术产品 ",伍丰雪,15999766569,,,523000,生产加工,,,,加工其他未分类公司,"法人名称：东莞市海工索具有限公司主要经营产品：缓冲带安全绳 , 防身安全带 , 高空作业安全带 , 防风捆绑带 , 汽车捆绑带 , 吊装带 , 柔性吊装带 , 防割吊带 , 钢管吊带 , 玻璃吊带 , 编织吨装带 , 涤纶绳子 , 高强丙纶织带 , 涤纶织带 , 各种技术产品 经营范围：产销：索具、织带、捆绑带、拉紧器、吊装带、弹性绳、编织带、五金制品、包装材料、纸制品；销售：劳保用品；技术进出口、货物进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓营业执照号码：441900001110922发证机关：东莞市工商行政管理局核准日期：2014-11-07经营状态：存续经营模式：生产加工成立时间：2011年07月05日职员人数：201人注册资本：50万元  (万元)所属分类：加工其他未分类公司所属城市：东莞企业网 沙田镇 类型：有限责任公司(自然人独资)顺企编码：2520682",,https://www.11467.com/dongguan/co/472562.htm,
绍兴索力纺织有限公司,绍兴 绍兴市袍江工业区震元路 - ,086-057588150590,"涤纶织带 , 吊装带 , 安全带 , 圆套带 , 捆绑带 ",王秋锋,13757516321,,,sxsuoli@163.com,2人,,,,绍兴企业网,"法人名称：绍兴索力纺织有限公司主要经营产品：涤纶织带 , 吊装带 , 安全带 , 圆套带 , 捆绑带 经营范围：生产、加工、销售：纺织品。营业执照号码：330600000126889经营状态：在业经营模式：生产加工成立时间：2011年06月18日职员人数：2人注册资本：50万元 (万元)公司官网：http://www.boliwebbing.com所属分类：索具公司所属城市：绍兴企业网顺企编码：134457",,https://www.11467.com/shaoxing/co/88643.htm,
沧州渤海新区诚信五金机电销售有限公司,沧州 沧州渤海新区海逸庄园2号楼05座,15512885852,"钢丝绳 ,  轴承 ,  电缆 , 吊装带 , 润滑油 ,  吊钩等 ,  螺栓 ,  扳手 ,  卡扣 ,  卸扣 ,  油漆 ",孙海燕,13932789868,,,shax24@163.com,存续（在营、开业、在册）,,,,1100万人民币 (万元),"法人名称：沧州渤海新区诚信五金机电销售有限公司主要经营产品：钢丝绳 ,  轴承 ,  电缆 , 吊装带 , 润滑油 ,  吊钩等 ,  螺栓 ,  扳手 ,  卡扣 ,  卸扣 ,  油漆 经营范围：批发、零售：五金交电、轴承、钢丝绳、家具及室内装饰材料、保温材料、针纺织品、机械设备、化工产品（危险化学品除外）、建材、文化体育用品及器材、家用电器及电子产品、矿产品、油漆、办公用品、电力设施配件、塑料制品、橡胶产品、消防器材、酸雾吸收器、电瓶车；货物装卸、汽车租赁、生产性废旧金属回收、土石方工程、...营业执照号码：130911000000042发证机关：沧州渤海新区工商行政管理局核准日期：2016-05-03经营期限：10年经营状态：存续（在营、开业、在册）经营模式：经销批发成立时间：2007年07月03日职员人数：51人注册资本：1100万人民币 (万元)所属分类：船用五金配件公司所属城市：沧州企业网 黄骅市 黄骅市黄骅镇类型：有限责任公司顺企编码：21177820",,https://www.11467.com/cangzhou/co/89385.htm,
抚州固力安物流器械有限公司,江西省抚州市金巢开发区中小企业园,13807946139,"小车固定器 , 汽车捆绑器 , 吊装带 , 汽车捆绑带 , 橡胶捆绑带 , 橡胶条 , 塑料保护套 , 丙纶捆绑带 , 丙纶吊带 ",万立祥,13807946139,,,jxfzgla@163.com,80 (万元),,,,20354381,"法人名称：抚州固力安物流器械有限公司主要经营产品：小车固定器 , 汽车捆绑器 , 吊装带 , 汽车捆绑带 , 橡胶捆绑带 , 橡胶条 , 塑料保护套 , 丙纶捆绑带 , 丙纶吊带 经营范围：捆绑器，吊装带、化纤、纤维织造、吊索具、货物运输安全固定器材、汽车安全带生产、销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）*营业执照号码：361003210001594发证机关：抚州高新技术产业开发区市场和质量监督管理局经营状态：存续（在营、开业、在册）成立时间：2008年06月02日注册资本：80 (万元)所属分类：安全带、安全绳公司所属城市：抚州企业网 临川区 临川区开发区类型：有限责任公司(自然人投资或控股)顺企编码：20354381",,https://www.11467.com/fuzhoushi/co/22553.htm,
广州海港通索具有限公司,广州 广州市南沙区东涌镇市南公路92号,18929522083,"钢丝绳索具 , 钢丝绳 ,  链条及链条索具 ,  各类卸扣 ,  各类花兰螺丝 ,  索具及链条配件 , 起重钢板钳 , 手拉葫芦 ,  滑车 ,  锚链 , 吊装带 ,  绳缆 ",刘洋,13710675779,,,hgtsling668@163.com,存续,,,,千斤顶公司,"法人名称：广州海港通索具有限公司主要经营产品：钢丝绳索具 , 钢丝绳 ,  链条及链条索具 ,  各类卸扣 ,  各类花兰螺丝 ,  索具及链条配件 , 起重钢板钳 , 手拉葫芦 ,  滑车 ,  锚链 , 吊装带 ,  绳缆 经营范围：金属丝绳及其制品制造;五金零售;港口及航运设施工程建筑;化工产品零售（危险化学品除外）;涂料零售;(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓营业执照号码：440126000275709发证机关：广州市南沙区市场和质量监督管理局核准日期：2014-11-25经营期限：10年经营状态：存续成立时间：2009年01月21日职员人数：11人注册资本：100万 (万元)所属分类：千斤顶公司所属城市：广州企业网 番禺区 番禺区东涌镇类型：有限责任公司(自然人投资或控股)顺企编码：20311076",,https://www.11467.com/guangzhou/co/573963.htm,
青岛金铭达起重工具有限公司（销售部）, 山东 青岛市四方区 山东省青岛市人民路89号甲,()053283772775,"机械设备 , 交通工具 , 五金工具 ,  汽车及配件 , 电工电气 , 冶金矿产 , 仪器仪表 , 安全防护 , 平衡器系列 , 吊装带系列 , 起重钳系列 , 链条索具系列 , 升降平台 , 吊装系列 , 船用滑轮系列 , 千斤顶系列 ,  叉车 ,  吊梁 , 继电器 , 吊装网 ",刘燕燕,15166001771,,,,20311071,,,,,"法人名称：青岛金铭达起重工具有限公司（销售部）主要经营产品：机械设备 , 交通工具 , 五金工具 ,  汽车及配件 , 电工电气 , 冶金矿产 , 仪器仪表 , 安全防护 , 平衡器系列 , 吊装带系列 , 起重钳系列 , 链条索具系列 , 升降平台 , 吊装系列 , 船用滑轮系列 , 千斤顶系列 ,  叉车 ,  吊梁 , 继电器 , 吊装网 经营状态：在业成立时间：2008年01月01日职员人数：11人注册资本：50 (万元)所属分类：千斤顶公司顺企编码：20311071",,https://www.11467.com/qiye/20311071.htm,
山东骏腾起重设备有限公司(销售部), 山东 潍坊市潍城区 东风西街88号,5365173662,"电动葫芦 , 手拉葫芦 , 手扳葫芦 , 弹簧平衡器 , 永磁起重器 , 恩派克千斤顶 , 环链电动葫芦 , 微型电动葫芦 , 手摇绞车 , 钢板吊钳 , 起重滑车 , 吊装带 ,  吊钩 ,  卸扣 , 起重机 ",许佳,13026566390,,,,20311020,,,,,"法人名称：山东骏腾起重设备有限公司(销售部)主要经营产品：电动葫芦 , 手拉葫芦 , 手扳葫芦 , 弹簧平衡器 , 永磁起重器 , 恩派克千斤顶 , 环链电动葫芦 , 微型电动葫芦 , 手摇绞车 , 钢板吊钳 , 起重滑车 , 吊装带 ,  吊钩 ,  卸扣 , 起重机 经营状态：在业成立时间：2009年01月01日职员人数：101人注册资本：200 (万元)所属分类：千斤顶公司顺企编码：20311020",,https://www.11467.com/qiye/20311020.htm,
南京金冰镐体育发展有限公司,南京 南京市栖霞区迈皋桥街道和燕路251号1幢1202房屋10室,15305151173,"攀岩器材 , 走扁带 ,  扁带 , 吊装带 , 拖车绳 ",杨连武,15950461755,,,1556703404@qq.com,在业,,,,极限运动用品公司,"法人名称：南京金冰镐体育发展有限公司主要经营产品：攀岩器材 , 走扁带 ,  扁带 , 吊装带 , 拖车绳 经营范围：户外运动服务、户外健身服务；体育设施安装、销售；体育信息咨询、企业管理咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）营业执照号码：913201136867260913发证机关：南京市栖霞区市场监督管理局核准日期：2016-01-19经营期限：10年经营状态：在业成立时间：2009年04月29日职员人数：11人注册资本：10万元人民币 (万元)所属分类：极限运动用品公司所属城市：南京企业网 下关区 下关区小市类型：有限责任公司顺企编码：20115584",,https://www.11467.com/nanjing/co/164974.htm,
